commit ID,author name,committer name,message,URL,commit date
C_kwDOAyxcHdoAKDJkNmQwODBmMzI0YTA5NmYxMDA1ODE4MjI4MTUxM2Q4MWMwMTRjYzU,apainintheneck,apainintheneck,"Simplify globbing for casks and formula in taps

This is yet another approach to f3a5a3c449cf004aee662966e6c8dd2ebe122c0f
which got merged in over the weekend. It is much simpler than what we've
got now with almost exactly the same performance characteristics. A great
combination of maintability and performance.

```console
$ hyperfine --parameter-list branch master,speed-up-loading-cask-and-formula-file-names_v4 --warmup 5 --setup 'git switch {branch}' 'brew cat gimp'
Benchmark 1: brew cat gimp (branch = master)
  Time (mean ± σ):      1.459 s ±  0.012 s    [User: 0.892 s, System: 0.536 s]
  Range (min … max):    1.448 s …  1.483 s    10 runs

Benchmark 2: brew cat gimp (branch = speed-up-loading-cask-and-formula-file-names_v4)
  Time (mean ± σ):      1.456 s ±  0.009 s    [User: 0.889 s, System: 0.536 s]
  Range (min … max):    1.445 s …  1.468 s    10 runs

Summary
  brew cat gimp (branch = speed-up-loading-cask-and-formula-file-names_v4) ran
    1.00 ± 0.01 times faster than brew cat gimp (branch = master)
```",https://api.github.com/repos/Homebrew/brew/git/commits/2d6d080f324a096f10058182281513d81c014cc5,2024-08-27
C_kwDOAyxcHdoAKGNkNDMwYzRkMzQ1ZjI0MTkwOTBhYWMwOGM2OTA1NWRiZmMwNWUzMGE,apainintheneck,apainintheneck,"cmd/update-report: improve formula file validation

Currently, ruby files that are not in the Cask directory are
considered to be formulae if a Formula or HomebrewFormula directory
doesn't exist  which doesn't make sense. We know that these should
only be in a few directories so we can check for that explicitly.

Beyond that the `Tap#cask_file?` and `Tap.formula_file?` methods
were only used inside update-report so it doesn't make sense to
turn them into pathnames and expand things when we know that
each string will be a relative path from a tap that we can just
check with a regex.

This change will stop other tap changes like new commands or
changes to other directories like lib/ from showing up as new formulae.

I tried opening a PR for this a long time ago but I got busy
with other things and it got closed by the stale bot.

- https://github.com/Homebrew/brew/pull/15489",https://api.github.com/repos/Homebrew/brew/git/commits/cd430c4d345f2419090aac08c69055dbfc05e30a,2023-05-21
C_kwDOAyxcHdoAKGYzYTVhM2M0NDljZjAwNGFlZTY2Mjk2NmU2YzhkZDJlYmUxMjJjMGY,apainintheneck,apainintheneck,"Speed up the Tap#formula_files and Tap#cask_files methods

These are slow because of some Pathname related reasons so it's been
changed up to use `Dir.glob` instead and that makes a large difference.

```
$ hyperfine --parameter-list branch master,speed-up-loading-cask-and-formula-file-names,speed-up-loading-cask-and-formula-file-names_v2 --warmup 5 --setup 'git switch {branch}' 'brew cat gimp'
Benchmark 1: brew cat gimp (branch = master)
  Time (mean ± σ):      2.150 s ±  0.014 s    [User: 1.369 s, System: 0.745 s]
  Range (min … max):    2.126 s …  2.174 s    10 runs

Benchmark 2: brew cat gimp (branch = speed-up-loading-cask-and-formula-file-names)
  Time (mean ± σ):      1.814 s ±  0.012 s    [User: 1.068 s, System: 0.711 s]
  Range (min … max):    1.797 s …  1.840 s    10 runs

Benchmark 3: brew cat gimp (branch = speed-up-loading-cask-and-formula-file-names_v2)
  Time (mean ± σ):      1.489 s ±  0.009 s    [User: 0.905 s, System: 0.550 s]
  Range (min … max):    1.478 s …  1.503 s    10 runs

Summary
  brew cat gimp (branch = speed-up-loading-cask-and-formula-file-names_v2) ran
    1.22 ± 0.01 times faster than brew cat gimp (branch = speed-up-loading-cask-and-formula-file-names)
    1.44 ± 0.01 times faster than brew cat gimp (branch = master)
```",https://api.github.com/repos/Homebrew/brew/git/commits/f3a5a3c449cf004aee662966e6c8dd2ebe122c0f,2024-08-25
C_kwDOAyxcHdoAKGZmZjRlMGE4ZjBmZTUzNzA4OWUxYTAxNmFkM2IwOWNkZTY3YmIzOWQ,apainintheneck,apainintheneck,"Speed up Tap#cask_files_by_name

This is most noticeable when you have a large local tap and it ends
up taking a nontrivial percentage of the overall run time for simple
commands like `brew info gimp`. The improvement here is to just
create paths later on in the loop which copies what we already do
for formulae.

See b1ddb05

```console
$ hyperfine --parameter-list branch master,speed-up-cask-files-by-name --warmup 5 --setup 'git switch {branch}' 'brew info gimp'
Benchmark 1: brew info gimp (branch = master)
  Time (mean ± σ):      2.737 s ±  0.010 s    [User: 1.958 s, System: 0.732 s]
  Range (min … max):    2.720 s …  2.748 s    10 runs

Benchmark 2: brew info gimp (branch = speed-up-cask-files-by-name)
  Time (mean ± σ):      2.597 s ±  0.017 s    [User: 1.828 s, System: 0.724 s]
  Range (min … max):    2.577 s …  2.624 s    10 runs

Summary
  brew info gimp (branch = speed-up-cask-files-by-name) ran
    1.05 ± 0.01 times faster than brew info gimp (branch = master)
```",https://api.github.com/repos/Homebrew/brew/git/commits/fff4e0a8f0fe537089e1a016ad3b09cde67bb39d,2024-08-22
C_kwDOAyxcHdoAKDQ1OTc4NDM1ZTc2MjA0NzExMGVmNTcyZDMwZjMwMGUwN2M1MTc5NGQ,Issy Long,Issy Long,"rubocop: Use `Sorbet/StrictSigil` as it's better than comments

- Previously I thought that comments were fine to discourage people from
  wasting their time trying to bump things that used `undef` that Sorbet
  didn't support. But RuboCop is better at this since it'll complain if
  the comments are unnecessary.

- Suggested in https://github.com/Homebrew/brew/pull/18018#issuecomment-2283369501.

- I've gone for a mixture of `rubocop:disable` for the files that can't
  be `typed: strict` (use of undef, required before everything else, etc)
  and `rubocop:todo` for everything else that should be tried to make
  strictly typed. There's no functional difference between the two as
  `rubocop:todo` is `rubocop:disable` with a different name.

- And I entirely disabled the cop for the docs/ directory since
  `typed: strict` isn't going to gain us anything for some Markdown
  linting config files.

- This means that now it's easier to track what needs to be done rather
  than relying on checklists of files in our big Sorbet issue:

```shell
$ git grep 'typed: true # rubocop:todo Sorbet/StrictSigil' | wc -l
    268
```

- And this is confirmed working for new files:

```shell
$ git status
On branch use-rubocop-for-sorbet-strict-sigils
Untracked files:
  (use ""git add <file>..."" to include in what will be committed)
        Library/Homebrew/bad.rb
        Library/Homebrew/good.rb

nothing added to commit but untracked files present (use ""git add"" to track)

$ brew style
Offenses:

bad.rb:1:1: C: Sorbet/StrictSigil: Sorbet sigil should be at least strict got true.
^^^^^^^^^^^^^

1340 files inspected, 1 offense detected
```",https://api.github.com/repos/Homebrew/brew/git/commits/45978435e762047110ef572d30f300e07c51794d,2024-08-12
C_kwDOAyxcHdoAKGEzZTkxN2FmZTE5OTkzMjA5YzEyN2ExYzgwYThhMDcwMDEzMGZkZDM,apainintheneck,apainintheneck,"Refactor method to remove extra tap requires

We were selectively requiring the tap.rb file in a few places for
performance reasons. The main method we were referencing was the
`Tap.cmd_directories` method which uses `Pathname` and the `TAP_DIRECTORY`
constant internally. `Tap.cmd_directories` is mostly used in the `Commands`
module and that is loaded very early on in the program so it made sense
to move that command to that module. To facilitate that I moved the
`TAP_DIRECTORY` constant to the top-level and renamed it to
`HOMEBREW_TAP_DIRECTORY`. It now lies in the tap_constants.rb file.

A nice bonus of this refactor is that it speeds up loading external
commands since the tap.rb file is no longer required by default in
those cases.",https://api.github.com/repos/Homebrew/brew/git/commits/a3e917afe19993209c127a1c80a8a0700130fdd3,2024-08-10
C_kwDOAyxcHdoAKDc0YTg0YTBkMTJhYzc4MmIwMmIxODU3MmNjYmM2NTkwNmM0NGM1NzQ,Kevin Montag,Kevin Montag,"Fix missing requires for `tap-info` command

Previously, running `brew tap-info --installed --json` in a github
actions linux runner would throw:

```
Error: uninitialized constant Homebrew::API
/home/linuxbrew/.linuxbrew/Homebrew/Library/Homebrew/tap.rb:1359:in `formula_names'
/home/linuxbrew/.linuxbrew/Homebrew/Library/Homebrew/tap.rb:868:in `to_hash'
/home/linuxbrew/.linuxbrew/Homebrew/Library/Homebrew/cmd/tap-info.rb:87:in `map'
/home/linuxbrew/.linuxbrew/Homebrew/Library/Homebrew/cmd/tap-info.rb:87:in `print_tap_json'
/home/linuxbrew/.linuxbrew/Homebrew/Library/Homebrew/cmd/tap-info.rb:37:in `run'
/home/linuxbrew/.linuxbrew/Homebrew/Library/Homebrew/brew.rb:95:in `<main>'
```

After the setup steps:
```
    steps:
      - name: Set up Homebrew
        id: set-up-homebrew
        uses: Homebrew/actions/setup-homebrew@master
        with:
          token: ${{ github.token }}

      - name: Cache Homebrew Bundler RubyGems
        id: cache
        uses: actions/cache@v3
        with:
          path: ${{ steps.set-up-homebrew.outputs.gems-path }}
          key: ${{ runner.os }}-rubygems-${{ steps.set-up-homebrew.outputs.gems-hash }}
          restore-keys: ${{ runner.os }}-rubygems-

      - name: Install Homebrew Bundler RubyGems
        if: steps.cache.outputs.cache-hit != 'true'
        run: brew install-bundler-gems
```",https://api.github.com/repos/Homebrew/brew/git/commits/74a84a0d12ac782b02b18572ccbc65906c44c574,2024-07-16
C_kwDOAyxcHdoAKGM1ZGJkM2NhMjRmMjkzNDE3NDYyY2ZhZDhkNDY4ZGEwNmFhYmQyOGE,Mike McQuaid,Mike McQuaid,"Rearrange `require`s

This improves the load time of most brew commands. For an example of
one of the simplest commands this speeds up:

Without Bootsnap:
```
$ hyperfine 'git checkout master; brew help' 'git checkout optimise_requires; brew help'
Benchmark 1: git checkout master; brew help
  Time (mean ± σ):     525.0 ms ±  35.8 ms    [User: 229.9 ms, System: 113.1 ms]
  Range (min … max):   465.3 ms … 576.6 ms    10 runs

Benchmark 2: git checkout optimise_requires; brew help
  Time (mean ± σ):     383.3 ms ±  25.1 ms    [User: 133.0 ms, System: 72.1 ms]
  Range (min … max):   353.0 ms … 443.6 ms    10 runs

Summary
  git checkout optimise_requires; brew help ran
    1.37 ± 0.13 times faster than git checkout master; brew help
```

With Bootsnap:
```
$ hyperfine 'git checkout master; brew help' 'git checkout optimise_requires; brew help'
Benchmark 1: git checkout master; brew help
  Time (mean ± σ):     386.0 ms ±  30.9 ms    [User: 130.2 ms, System: 93.8 ms]
  Range (min … max):   359.5 ms … 469.3 ms    10 runs

Benchmark 2: git checkout optimise_requires; brew help
  Time (mean ± σ):     330.2 ms ±  32.4 ms    [User: 93.4 ms, System: 73.0 ms]
  Range (min … max):   302.9 ms … 413.9 ms    10 runs

Summary
  git checkout optimise_requires; brew help ran
    1.17 ± 0.15 times faster than git checkout master; brew help
```",https://api.github.com/repos/Homebrew/brew/git/commits/c5dbd3ca24f293417462cfad8d468da06aabd28a,2024-07-14
C_kwDOAyxcHdoAKGMxMzcwMGFmMDA3MTUyM2IzNGY3ZmVhMDY4NDAwYzI4MTRmMzY0MWU,Mike McQuaid,Mike McQuaid,"Use repository consistently instead of repo

The documentation linting job doesn't like `repo` so let's fix this
globally rather than naming it differently in documentation and code.",https://api.github.com/repos/Homebrew/brew/git/commits/c13700af0071523b34f7fea068400c2814f3641e,2024-06-10
C_kwDOAyxcHdoAKDFiMjg2YmVmZWRjNzUwZjkwNWEyOTRlMDAxOGRlZDE2ZTI4YzE2MDA,Bevan Kay,Bevan Kay,tap: fix sharding for `font-*` casks,https://api.github.com/repos/Homebrew/brew/git/commits/1b286befedc750f905a294e0018ded16e28c1600,2024-05-16
C_kwDOAyxcHdoAKDUwYjY1YWE4OTFlM2M3NDljMmFjNTRhOWI3MWM4NDZjMDk5MzI2MjY,Patrick Linnane,Patrick Linnane,"tap: adjust font cask path

Signed-off-by: Patrick Linnane <patrick@linnane.io>",https://api.github.com/repos/Homebrew/brew/git/commits/50b65aa891e3c749c2ac54a9b71c846c09932626,2024-05-12
C_kwDOAyxcHdoAKDgzNmQ4MTljNDMzN2RlZDE5MDcxMjY0NmZmYWE5OTFkNTAyMDk0ZWQ,Justin Krehel,Justin Krehel,Support font sharding in Homebrew/cask,https://api.github.com/repos/Homebrew/brew/git/commits/836d819c4337ded190712646ffaa991d502094ed,2024-05-10
C_kwDOAyxcHdoAKDUwMDU5MTYwOTNkYjFlYTNlNjg2MmM0OTI2ZWM4MmYxNzkwZmQzNDA,apainintheneck,apainintheneck,"tap: update core tap --force messaging

Per this suggestion: https://github.com/Homebrew/brew/pull/17227#discussion_r1590630520",https://api.github.com/repos/Homebrew/brew/git/commits/5005916093db1ea3e6862c4926ec82f1790fd340,2024-05-08
C_kwDOAyxcHdoAKDMxMGM3NWZhYjFkMWYxZjFlMmE5Y2IwZDBkZTg2YzY2NzQwYzk5YmY,Mike McQuaid,GitHub,"Merge pull request #17233 from Homebrew/deprecate_disable_remove

Homebrew 4.3.0 deprecation/disable/removals.",https://api.github.com/repos/Homebrew/brew/git/commits/310c75fab1d1f1f1e2a9cb0d0de86c66740c99bf,2024-05-07
C_kwDOAyxcHdoAKDIyMmZlOGVmMGJiMDhjYjljZWMwMTNjOTVmNTgzNDAzZjJkNTU5NGM,Mike McQuaid,Mike McQuaid,"Homebrew 4.3.0 deprecation/disable/removals.

The usual pass of deprecating/disabling/removing code for the next
minor Homebrew release.",https://api.github.com/repos/Homebrew/brew/git/commits/222fe8ef0bb08cb9cec013c95f583403f2d5594c,2024-05-07
C_kwDOAyxcHdoAKGFiODQ1ZWYyMmU2MDkwMDUyN2NkNWI3MDRiODY2NDJkMWJhMGJkMmM,Mike McQuaid,Mike McQuaid,"tap: allow/forbid installation of taps from environment variables.

Extend the allow/forbid of taps during formula installation to allow or
forbid the installation of taps themselves based on the values of the
`HOMEBREW_ALLOWED_TAPS` and `HOMEBREW_FORBIDDEN_TAPS` environment
variables.

Co-authored-by: Carlo Cabrera <30379873+carlocab@users.noreply.github.com>",https://api.github.com/repos/Homebrew/brew/git/commits/ab845ef22e60900527cd5b704b86642d1ba0bd2c,2024-05-07
C_kwDOAyxcHdoAKGZjMTNlYjgzYzg0M2UxZGM1ZThhMWJmOWUyMWY3NTI0ZmQ2YzZmMDA,Mike McQuaid,GitHub,"Merge pull request #17213 from Homebrew/allowed-taps

env_config: add `HOMEBREW_ALLOWED_TAPS`",https://api.github.com/repos/Homebrew/brew/git/commits/fc13eb83c843e1dc5e8a1bf9e21f7524fd6c6f00,2024-05-07
C_kwDOAyxcHdoAKGJlMjlhZmE1ZjdmMzg0NWM4YWY4MzY1OThjYTZkMmYzYTNkYjhmYjc,Carlo Cabrera,Carlo Cabrera,Fix `brew style`,https://api.github.com/repos/Homebrew/brew/git/commits/be29afa5f7f3845c8af836598ca6d2f3a3db8fb7,2024-05-06
C_kwDOAyxcHdoAKDA3OGEzMjhlOGUyMjE4MjgwODBkYjUwYWJjZGJiM2U5NGNiM2VhMDc,Carlo Cabrera,Carlo Cabrera,"tap: avoid class vars

Avoiding them also allows us to write proper tests.",https://api.github.com/repos/Homebrew/brew/git/commits/078a328e8e221828080db50abcdbb3e94cb3ea07,2024-05-06
C_kwDOAyxcHdoAKDM3M2I3ZDFkYmI4NzRiN2Y0MGM1ZTJlOTdjZmUxZmY0NmI0NjAyOWY,apainintheneck,apainintheneck,"tap: tweak core tap warning

Most users don't need the core taps to be installed locally but the
current message doesn't communicate that they're sometimes necessary
for local development. This just tweaks the message to be more
informative.

```console
$ brew tap homebrew/cask
Error: Tapping homebrew/cask is no longer typically necessary.
Add --force if you are sure you need it for local development.
```",https://api.github.com/repos/Homebrew/brew/git/commits/373b7d1dbb874b7f40c5e2e97cfe1ff46b46029f,2024-05-04
C_kwDOAyxcHdoAKDUyMjJjOWUzMmQxYWI5ZWViMDVhNGFiM2VmMjNjOTU4Y2U1NjA0NGE,Carlo Cabrera,Carlo Cabrera,Improve error message for allowed and forbidden taps,https://api.github.com/repos/Homebrew/brew/git/commits/5222c9e32d1ab9eeb05a4ab3ef23c958ce56044a,2024-05-03
C_kwDOAyxcHdoAKDdjOWU4OTI3ZTk0ZTg2MzdlYjdjNzVjZTg3Y2E3OGZmZTIwNGY3M2M,Carlo Cabrera,Carlo Cabrera,tap: memoize allowed and forbidden taps,https://api.github.com/repos/Homebrew/brew/git/commits/7c9e8927e94e8637eb7c75ce87ca78ffe204f73c,2024-05-03
C_kwDOAyxcHdoAKDY2NjM1MTZlNzk0OGYwZjg0MDIxNDdiMmM4ZTdiMTQ2NTAwZTZkMzM,Carlo Cabrera,Carlo Cabrera,tap: define `#allowed_by_env?`,https://api.github.com/repos/Homebrew/brew/git/commits/6663516e7948f0f8402147b2c8e7b146500e6d33,2024-05-03
C_kwDOAyxcHdoAKDQ4MGUyNjRkOWE1ZjhhZTg4ZDlmYTc2OGNmMGRiN2Y3YTdjNjAxZGI,Markus Reiter,Markus Reiter,Lint Ruby docs.,https://api.github.com/repos/Homebrew/brew/git/commits/480e264d9a5f8ae88d9fa768cf0db7f7a7c601db,2024-04-30
C_kwDOAyxcHdoAKGNhZjg3YzAzMzZkZWExNGJhZmUzNTQ0MWVhOTBkZmQzMmJlMjdkODU,Markus Reiter,Markus Reiter,Warn about undocumented non-private APIs.,https://api.github.com/repos/Homebrew/brew/git/commits/caf87c0336dea14bafe35441ea90dfd32be27d85,2024-04-26
C_kwDOAyxcHdoAKGY3MzYxYzhkMjk1OGQ0NzQxNGE3MTBmODZjNTAwMzUxMzhmNDJkY2M,Markus Reiter,Markus Reiter,Remove disabled `extend`.,https://api.github.com/repos/Homebrew/brew/git/commits/f7361c8d2958d47414a710f86c50035138f42dcc,2024-04-30
C_kwDOAyxcHdoAKDBmMDA1NWVkZTQ2MTllOWEwZmQ0ZWY3ODRhOGIwOTVhZTZkMmM2MjY,Markus Reiter,Markus Reiter,Make documentation `@api private` by default.,https://api.github.com/repos/Homebrew/brew/git/commits/0f0055ede4619e9a0fd4ef784a8b095ae6d2c626,2024-03-06
C_kwDOAyxcHdoAKGM3NjE3MGE0NTYzOTFhOTU5MmE0ZDRlODE0OWE2NDUxMzY1MGRhYTE,Markus Reiter,Markus Reiter,Hide `#to_s` in docs.,https://api.github.com/repos/Homebrew/brew/git/commits/c76170a456391a9592a4d4e8149a64513650daa1,2024-04-26
C_kwDOAyxcHdoAKDczMmJkNTJjNzI5NDMxNWJmM2NjMGQxNTFiNmQ5Y2I4Mzg0M2Y3MmE,Markus Reiter,Markus Reiter,"Fix typo.

Co-authored-by: Eric Knibbe <enk3@outlook.com>",https://api.github.com/repos/Homebrew/brew/git/commits/732bd52c7294315bf3cc0d151b6d9cb83843f72a,2024-04-22
C_kwDOAyxcHdoAKDRiNDMyYzdlYTQ3NmEzMGUzNjMzZTQ5ZWE5NzQ1OTBjNDNlNjNhMjc,Markus Reiter,Markus Reiter,Explicitly mark non-private APIs.,https://api.github.com/repos/Homebrew/brew/git/commits/4b432c7ea476a30e3633e49ea974590c43e63a27,2024-04-22
C_kwDOAyxcHdoAKDU2ZmM5YTFmYjI4MDJhODdmNDBmMDZiYzEwMzU5ODQxZmE0OWI0YWI,Mike McQuaid,GitHub,"Merge pull request #17047 from Homebrew/block-params

Prefer numbered block params over proc conversion, cont'd",https://api.github.com/repos/Homebrew/brew/git/commits/56fc9a1fb2802a87f40f06bc10359841fa49b4ab,2024-04-08
C_kwDOAyxcHdoAKGM1OWQ5ZmE4MzM1MGNjYWVhNzYxY2YwNDYzYTEyMjMxN2QzZDY5MWQ,Douglas Eichelberger,Douglas Eichelberger,"Prefer numbered block params over proc conversion, cont'd",https://api.github.com/repos/Homebrew/brew/git/commits/c59d9fa83350ccaea761cf0463a122317d3d691d,2024-04-08
C_kwDOAyxcHdoAKDE0NzQ4MDY1MjdhMjNlNTNmNjUwZmNhMzcxYzQwMjcyMTk1NThiOWU,Mike McQuaid,Mike McQuaid,"Add more `HOMEBREW_FORBIDDEN_*` configuration

We already had `HOMEBREW_FORBIDDEN_LICENSES` but this commit adds
`HOMEBREW_FORBIDDEN_CASKS`, `HOMEBREW_FORBIDDEN_FORMULAE` and
`HOMEBREW_FORBIDDEN_TAPS` for also forbidding those.

Relatedly, add `HOMEBREW_FORBIDDEN_OWNER` and
`HOMEBREW_FORBIDDEN_OWNER_CONTACT` to allow customising these
messages.

There were no existing tests for `HOMEBREW_FORBIDDEN_LICENSES` so have
added more tests for all of these checks.

Co-authored-by: Bo Anderson <mail@boanderson.me>",https://api.github.com/repos/Homebrew/brew/git/commits/1474806527a23e53f650fca371c4027219558b9e,2024-04-08
C_kwDOAyxcHdoAKDU4Yjg0YzM5NzlhOWRhNjA2MGNiMDM3NDRiODA0ZTYyM2M1YWY2ZGQ,Kevin,GitHub,"Merge pull request #16867 from Homebrew/stop-using-full-name-as-key-in-cask-json-v3

cask: always return short cask tokens from core cask tap",https://api.github.com/repos/Homebrew/brew/git/commits/58b84c3979a9da6060cb03744b804e623c5af6dd,2024-03-13
C_kwDOAyxcHdoAKGIxOTkwZWQ0YjY2NjhiZjVkYzA5OTM4MDdlOTUyNWNmMWMwODA1MWE,Mike McQuaid,GitHub,"Merge pull request #16863 from apainintheneck/memoize-installed-tap-loading-v2

Memoize installed tap loading v2",https://api.github.com/repos/Homebrew/brew/git/commits/b1990ed4b6668bf5dc0993807e9525cf1c08051a,2024-03-12
C_kwDOAyxcHdoAKDZlMGU3OGNhZGQyNjM5NGJlYjEyNzYyMmExNWU5NDZiZmViNTc4N2Y,apainintheneck,apainintheneck,"tap: CoreCaskTap#cask_tokens should always return short names

This seems to be a bug with how we handle name shortening for the
core cask tap. The core tap always returns short formula names
and returning long names from the core cask tap when not using
the API leads to unexpected behavior.

Specifically this can trick the `brew untap` command into thinking
that there aren't any installed casks in the core cask tap and that
it can be removed even when that is not the case.

One risk here is that the full names were used when caching
descriptions so descriptions could be out of date for people in
the short term though hopefully that's not the end of the world.",https://api.github.com/repos/Homebrew/brew/git/commits/6e0e78cadd26394beb127622a15e946bfeb5787f,2024-03-10
C_kwDOAyxcHdoAKDA4NDQyNzM0YWI5YTYyYTMzM2U5MmYwODc0N2Y2NTVmZmU1ZGNhMGY,apainintheneck,apainintheneck,s/Tap.reverse_tap_migrations_renames/Tap.tap_migration_oldnames/,https://api.github.com/repos/Homebrew/brew/git/commits/08442734ab9a62a333e92f08747f655ffe5dca0f,2024-03-09
C_kwDOAyxcHdoAKGQ0YTI3MzQ0M2MwZDViYjdkODRkNGM5NmE1MTE4YWVmZWZhYzY1OTk,apainintheneck,apainintheneck,"tap: add #reverse_tap_migrations_renames to speed things up

This gets used by `Tap.reverse_tap_migrations_renames` and reduces
the amount of information that needs to be calculated on the fly
every time.",https://api.github.com/repos/Homebrew/brew/git/commits/d4a273443c0d5bb7d84d4c96a5118aefefac6599,2024-03-07
C_kwDOAyxcHdoAKDM4MzRlZjFiNzM4YjZjMGRlMjlkZmE0ODVkZWY4ZThhODQ1MTQ3MTM,apainintheneck,apainintheneck,"tap: cache more things at the Tap level

I added two new methods to cache both installed and all taps.
All taps includes core taps no matter if they're installed locally
since they're always provided by the API anyway.

This makes it easier to cache `Tap.each` while making the code
easier to reason about. It also will be useful because we'll
be able to avoid the `Tap.select(&:installed?` pattern that has
recently invaded the codebase.

Note: I also stopped clearing all tap instance caches before
tests. Running `Tap.each` would cache existing taps which would
lead to unexpected behavior since the only existing tap before
each test is the core tap. This is the only tap whose directory
is not cleaned up between tests so we just clear it's cache directly.
We also now clear all tap instances after tests as well regardless
of whether the API was used that time.",https://api.github.com/repos/Homebrew/brew/git/commits/3834ef1b738b6c0de29dfa485def8e8a84514713,2024-03-06
C_kwDOAyxcHdoAKDlhYzMxODI3YTBlYWVjYzg0NThiMzZjOWQzYzI0ZDllNjAwMDJhZTg,Mike McQuaid,Mike McQuaid,"Various `brew update` behaviour improvements

- Output a message every time auto-update is run rather than a 3 second
  timer. This makes it more obvious that Homebrew isn't just sitting
  doing nothing for 2.9 seconds.
- Output a message when running `brew update` so Homebrew doesn't just
  sit there silently doing nothing.
- Update all taps when `brew update` is run, not just those hosted on
  GitHub. This makes it more obvious that people don't need to explictly
  run `brew update` ""just in case"".
- As a result of this, remove `brew tap --force-auto-update` as it's no
  longer necessary.",https://api.github.com/repos/Homebrew/brew/git/commits/9ac31827a0eaecc8458b36c9d3c24d9e60002ae8,2024-03-08
